a 呀
osaeru 撳
osaeru 擪
osaeru 晉
osaeru 熨
osahetsukeru 偞
osamaru 乂
osamaru 俢
osamaru 収
osamaru 治
osamaru 芖
osameru 乂
osameru 乱
osameru 乿
osameru 俢
osameru 修
osameru 僌
osameru 勑
osameru 厤
osameru 収
osameru 婁
osameru 庀
osameru 庰
osameru 弆
osameru 御
osameru 戢
osameru 扱
osameru 摂
osameru 撥
osameru 撩
osameru 攝
osameru 收
osameru 攻
osameru 敒
osameru 斂
osameru 易
osameru 殮
osameru 治
osameru 理
osameru 略
osameru 畧
osameru 紀
osameru 納
osameru 紕
osameru 統
osameru 脩
osameru 臧
osameru 芖
osameru 蔵
osameru 藏
osameru 藴
osameru 蘊
osameru 釐
osameru 領
osanai 孺
osanai 幼
osanai 种
osanai 稚
osanai 稺
osanai 穉
osanai 齔
osatsukanai 儑
oshaberi 啕
oshaberi 喦
oshi 唖
oshi 啞
oshi 喑
oshi 押
oshi 瘂
oshi 瘖
oshidori 鴦
oshidori 鶒
oshidori 鸂
oshie 徳
oshie 德
oshie 悳
oshie 惪
oshie 敎
oshie 教
oshie 訓
oshieru 敎
oshieru 教
oshieru 敩
oshieru 斅
oshieru 斆
oshieru 訓
oshieru 誥
oshieru 誨
oshieru 譔
oshihakaru 億
oshihiraku 排
oshii 惜
oshikiuo 魴
oshikiuo 鯿
oshime 褓
oshimu 吝
oshimu 啚
oshimu 嗇
oshimu 婟
oshimu 恡
oshimu 惜
oshimu 愛
oshimu 慳
oshite 推
oshiyaberi 喢
oshiyaberi 嗑
oshiyabiri 謰
osoi 俆
osoi 晏
osoi 晚
osoi 晩
osoi 遅
osoi 遟
osoi 遲
osoi 邌
osore 恐
osore 虞
osoreawateru 佂
osoreawateru 怔
osoreru 伀
osoreru 伈
osoreru 侙
osoreru 儭
osoreru 兇
osoreru 兢
osoreru 凛
osoreru 凜
osoreru 匈
osoreru 咺
osoreru 嘵
osoreru 忷
osoreru 怕
osoreru 怖
osoreru 怵
osoreru 恐
osoreru 恗
osoreru 恟
osoreru 恾
osoreru 悎
osoreru 悑
osoreru 悚
osoreru 悸
osoreru 惧
osoreru 惴
osoreru 惶
osoreru 愞
osoreru 慄
osoreru 慞
osoreru 慴
osoreru 懍
osoreru 懔
osoreru 懝
osoreru 懼
osoreru 懾
osoreru 畏
osoreru 瞿
osoreru 竦
osoreru 虩
osoreru 讋
osoreru 龖
osoroshii 恐
osou 襲
osou 魘
osowareru 寎
osowareru 魘
osu 偞
osu 押
osu 捘
osu 捺
osu 捼
osu 推
osu 揖
osu 摧
osu 撨
osu 擠
osu 攮
osu 牡
osu 雄
osumiumu 銤
osunoinoko 豭
osuuma 騭
oto 乙
oto 耹
oto 音
otogai 頉
otogai 頤
otogai 頥
otogai 頹
otogai 頽
otogai 顄
otogai 顊
otojiru 唫
otoko 侽
otoko 夫
otoko 子
otoko 男
otoko 郎
otoko 郒
otoko 郞
otokodate 侠
otokodate 俜
otokodate 俠
otokogi 侹
otokoyomoki 蔚
otome 仛
otome 奼
otome 姹
otome 嫭
otome 嫮
otookasu 脋
otori 囮
otoroeru 蔡
otoroeru 衰
otoru 劣
otoru 慸
otoru 盶
otoshiana 穽
otoshiana 臽
otoshiireru 陥
otoshiireru 陷
otoshimeru 貶
otosu 挼
otosu 磓
otosu 礌
otosu 落
otosu 貶
otouto 弟
otozureru 訪
otsukurisuru 僐
otto 夫
ou 從
ou 擔
ou 生
ou 負
ou 趁
ou 趕
ou 跴
ou 追
ou 逐
oubune 舶
ouchi 楝
ouchi 樗
ouchi 欒
oudan 疸
ougi 扇
ougi 箑
ougi 衮
ougi 袞
ougo 朸
ouji 逵
oujika 麈
ouketade 蘢
oumizu 洪
ouna 媪
ouna 媼
ouna 嫗
oushi 夛
oushi 牨
oushi 牯
oushi 特
owaru 了
owaru 傮
owaru 儅
owaru 卆
owaru 卒
owaru 沒
owaru 畢
owaru 竟
owaru 竣
owaru 終
owaru 訖
owasu 坐
oya 親
oyaimo 蕖
oyaji 爺
oyayubi 拇
oyayubi 胲
oyobi 佽
oyobi 及
oyobosu 及
oyobu 僆
oyobu 及
oyobu 暨
oyobu 曁
oyobu 趙
oyobu 辸
oyobu 迄
oyobu 逮
oyobu 隶
oyogu 泅
oyogu 泳
oyogu 游
oyoso 凡
oyoso 凢
oyoso 凣
ozumi 氿
ozuozutosuru 嫇
peeji 頁
pensu 片
pondo 听
pondo 封
pondo 磅
pouru 桿
ra 朩
ra 等
raba 馲
raba 駃
raba 騾
raba 驝
rachi 壝
rajuumu 銧
rajuumu 鐳
rakkyou 薤
rantaniumu 鑭
ratsukiyou 藠
rei 禮
rengetsutsuji 薥
renji 櫺
retsuka 灬
richuumu 鋰
rikimu 力
rinbyou 痳
ritsushinben 忄
ritsutou 刂
ro 絽
ro 艪
rojuumu 錴
rokuro 樚
rokuro 轤
rokuro 鏇
rousoku 蝋
rousoku 蠟
rui 塁
ruireki 癧
runakamono 傖
rurori 壚
ruseki 堨
ruseki 壩
rutsubo 堝
sa 早
sa 狭
saamasu 覐
saameru 覐
saba 鮄
saba 鯆
saba 鯖
sabakeru 捌
sabaki 捌
sabaku 儸
sabaku 剬
sabaku 劾
sabaku 扒
sabaku 捌
sabaku 裁
sabaku 讞
sabi 寂
sabi 鉎
sabi 銹
sabi 錆
sabi 鏉
sabi 鏽
sabishii 伵
sabishii 侐
sabishii 寂
sabishii 寞
sabishii 寥
sabishii 愀
sabishii 淋
saburau 侍
saburau 候
sachi 幸
sadamaranai 娿
sadamaru 嗼
sadamaru 定
sadamaru 憺
sadame 定
sadameru 奠
sadameru 定
sadameru 揣
sadameru 断
sadameru 論
saegiru 嗻
saegiru 峺
saegiru 攔
saegiru 迀
saegiru 迣
saegiru 迾
saegiru 遮
saegiru 闌
saeru 冱
saeru 冴
saezuru 吵
saezuru 哢
saezuru 囀
saga 性
sagasu 捜
sagasu 探
sagasu 搜
sageru 提
sagesumu 蔑
sagi 鴼
sagi 鷺
saguru 抺
saguru 探
saguru 摸
saguru 詗
sahegiritodomeru 庢
sai 犀
sai 穝
sai 骰
saikachi 梍
saikoro 骰
saisama 仯
saiwai 倖
saiwai 嘏
saiwai 幸
saiwai 烋
saiwai 礽
saiwai 祉
saiwai 祚
saiwai 祜
saiwai 祥
saiwai 祹
saiwai 祺
saiwai 祿
saiwai 禄
saiwai 禎
saiwai 福
saiwai 禑
saiwai 禔
saiwai 禧
saiwai 祥
saiwai 福
saji 匕
saji 匙
saji 枇
saji 柶
saka 坁
saka 坂
saka 坻
saka 碊
saka 阤
saka 阪
sakabari 鐖
sakadane 酶
sakadaru 榼
sakadaru 櫑
sakadaru 罍
sakadaru 罏
sakae 栄
sakaeru 栄
sakaeru 榮
sakahi 埸
sakahi 墈
sakai 圻
sakai 坫
sakai 垓
sakai 垠
sakai 域
sakai 堺
sakai 境
sakai 封
sakai 界
sakai 畍
sakai 畤
sakai 畺
sakai 疅
sakai 疆
sakai 皋
sakai 皐
sakai 膊
sakaki 榊
sakamichi 峛
sakamichi 嶝
sakamori 讌
sakamori 醵
sakamori 醼
sakan 侊
sakan 傓
sakan 典
sakan 史
sakan 啴
sakan 嘽
sakan 垺
sakan 壮
sakan 壯
sakan 奐
sakan 奘
sakan 奭
sakan 属
sakan 屬
sakan 屭
sakan 弉
sakan 彭
sakan 旺
sakan 昌
sakan 晟
sakan 殷
sakan 氲
sakan 氳
sakan 沛
sakan 熀
sakan 熾
sakan 燁
sakan 爗
sakan 盛
sakan 目
sakan 芃
sakan 芣
sakan 郁
sakan 錙
sakan 闐
sakan 韡
sakana 肴
sakana 腅
sakana 膎
sakana 魚
sakana 鮭
sakana 𩵋
sakannasama 儦
sakannasama 暿
sakanni 祁
sakanoboru 泝
sakanoboru 洄
sakanoboru 溯
sakanoboru 遡
sakanonoko 魫
sakarau 仵
sakarau 啎
sakarau 夆
sakarau 屰
sakarau 忤
sakarau 忮
sakarau 牾
sakarau 逆
sakaru 盛
sakasama 倒
sakasama 傎
sakashii 譞
sakatsubo 鈁
sakazuki 卮
sakazuki 卺
sakazuki 巵
sakazuki 杯
sakazuki 柧
sakazuki 桮
sakazuki 爵
sakazuki 盃
sakazuki 盞
sakazuki 觗
sakazuki 觚
sakazuki 觴
sakazuki 觶
sakazuki 醆
sakazuki 醘
sakazuki 鍾
sakazuki 鎐
sakazuki 锺
sakazuru 巹
sake 酒
sake 釅
sake 鮏
sake 鮭
sake 鱖
sakebata 帘
sakebu 叫
sakebu 号
sakebu 呦
sakebu 啐
sakebu 喊
sakebu 喑
sakebu 嘄
sakebu 嘑
sakebu 嘖
sakebu 嘮
sakebu 嘷
sakebu 噭
sakebu 嚆
sakebu 嚝
sakebu 號
sakebu 諕
sakebu 譹
sakebu 趯
sakeine 銒
sakekoshi 杔
sakeme 坼
sakenomoto 酛
sakenomoto 酴
sakenomoto 酶
sakenotsukasa 醔
sakeru 剅
sakeru 嘂
sakeru 坼
sakeru 擋
sakeru 爆
sakeru 裂
sakeru 迂
sakeru 避
sakesakana 糦
saketsubo 卣
saketsubo 銒
saki 先
saki 咲
saki 埼
saki 崎
saki 嵜
saki 曩
saki 碕
sakibarai 蹕
sakigake 魁
sakini 向
sakini 嚮
sakini 曏
sakini 曩
sakini 郷
sakini 鄉
sakini 鄕
sakinjiru 先
sakitoru 剟
sako 逧
saku 决
saku 刌
saku 刐
saku 划
saku 刕
saku 刢
saku 刲
saku 剅
saku 剘
saku 剮
saku 割
saku 剸
saku 劈
saku 劌
saku 劐
saku 劓
saku 另
saku 咲
saku 扳
saku 拆
saku 撕
saku 撦
saku 擘
saku 攞
saku 析
saku 柝
saku 決
saku 磔
saku 葪
saku 薾
saku 裂
saku 釽
sakura 桜
sakura 櫻
sama 態
sama 様
sama 樣
samasu 覚
samasu 覺
samasu 醒
samatagerareru 丂
samatageru 妨
samatageru 碍
samatageru 礙
samatogeru 阸
samayohu 偟
samayou 仿
samayou 佪
samayou 俍
samayou 儴
samayou 婓
samayou 彷
samayou 徉
samayou 徊
samayou 徘
samayou 徜
samayou 徨
samayou 逍
same 魦
same 鮫
same 鮻
same 鯊
same 鯋
same 鱁
sameru 冷
sameru 寤
sameru 酲
sameru 醒
samonitari 髴
samui 冼
samui 冽
samui 凄
samui 凊
samui 凒
samui 凔
samui 凛
samui 凜
samui 寒
samui 泂
samui 淒
samui 滄
samui 澟
samuisama 凓
samuke 瘮
samurai 侍
samurai 士
samusa 寒
sanada 絛
sanada 縧
sanagara 髣
sanagi 蛹
sane 核
sane 槅
sane 覈
sanjuu 卅
sanransuru 丯
sanshouuo 鯢
sanzui 氵
sao 棹
sao 竿
sao 篙
saosasu 划
saosasu 找
sara 更
sara 皿
sara 盒
sarake 瓼
sarashi 晒
sarashi 曬
sarasu 晒
sarasu 晾
sarasu 曝
sarasu 曬
sarau 浚
sarau 渫
sarau 濬
sarau 爴
sarebone 骼
saru 丟
saru 丢
saru 刜
saru 厺
saru 去
saru 朅
saru 猨
saru 猱
saru 猴
saru 猻
saru 猿
saru 獼
saru 申
saru 蜼
saru 遰
sasa 笹
sasae 挶
sasaerareru 厔
sasaeru 佹
sasaeru 搘
sasaeru 搙
sasaeru 撐
sasaeru 撑
sasaeru 支
sasaeru 柱
sasaeru 漳
sasage 豇
sasageru 廾
sasageru 捧
sasageru 擎
sasagi 鴂
sasara 筅
sasara 箲
sasara 簓
sasayaki 呤
sasayaku 吺
sasayaku 呫
sasayaku 咠
sasayaku 咹
sasayaku 噥
sasayaku 囁
sasayaku 耾
sasayaku 聶
sashiashi 蹐
sashigane 矩
sashihasamu 挿
sashihasamu 縉
sashikomi 癪
sashikomu 倳
sashikomu 剚
sashimaneku 扜
sashimaneku 麾
sashitomeru 敔
sashiwatashi 径
sashizuba 麾
sasoou 唀
sasori 蝎
sasori 蝲
sasori 蠍
sasou 哘
sasou 誀
sasou 誘
sasu 倳
sasu 刏
sasu 刲
sasu 刺
sasu 剚
sasu 剳
sasu 劄
sasu 叮
sasu 射
sasu 差
sasu 戳
sasu 扠
sasu 挃
sasu 指
sasu 挿
sasu 掙
sasu 插
sasu 揕
sasu 揷
sasu 擉
sasu 攙
sasu 箚
sasu 蜇
sasu 螫
sasu 蠚
sasu 鈌
sasu 鉂
sasu 鍼
sasuga 遉
sasumushi 蠚
sasuru 擦
sate 偖
sate 扠
sate 扨
sato 埡
sato 落
sato 郷
sato 鄉
sato 鄕
sato 里
sato 閈
satoi 倢
satoi 勄
satoi 哲
satoi 啠
satoi 嫽
satoi 嶷
satoi 巧
satoi 怜
satoi 恔
satoi 愰
satoi 慧
satoi 憭
satoi 懏
satoi 敏
satoi 聡
satoi 聦
satoi 聰
satoi 舜
satoi 詇
satoi 詝
satoi 諝
satoi 黠
satoosu 諬
satori 忢
satori 悟
satoru 喩
satoru 喻
satoru 忢
satoru 悟
satoru 惺
satoru 憬
satoru 暁
satoru 曉
satoru 覚
satoru 覺
satoru 解
satosu 喩
satosu 喻
satosu 泠
satosu 諭
satou 糖
satoukibi 蔗
satsuki 皐
satsumafuji 芫
sawa 汧
sawa 沛
sawa 沢
sawa 澤
sawa 皋
sawa 皐
sawa 睾
sawa 隰
sawagashii 唕
sawagashii 閙
sawagashii 騒
sawagashii 鬧
sawagu 匈
sawagu 喳
sawagu 喿
sawagu 噪
sawagu 妯
sawagu 譟
sawagu 躁
sawagu 騒
sawagu 騷
sawagukoe 啈
sawara 椹
sawara 葚
sawara 鰆
sawaru 触
sawaru 觸
sawaru 障
sawasu 醂
sawayaka 爽
saya 苻
saya 莢
saya 袟
saya 鞘
saya 鞞
sayori 鱵
sazaki 鷦
sazanami 漣
sazo 嘸
sazukaru 授
sazukeru 授
se 妋
se 瀨
se 瀬
se 灘
se 畆
se 畒
se 畝
se 畞
se 背
se 脊
sebameru 狭
sebameru 狹
sebone 吕
sebone 呂
sebone 膂
sebone 膐
seemai 阸
seemaru 陗
segare 伜
segare 倅
segare 忰
segare 悴
segare 躮
sei 背
sei 脊
seigo 鮬
seirou 鈼
seishiyu 醎
seki 咳
seki 喘
seki 埭
seki 堰
seki 席
seki 椻
seki 欬
seki 関
seki 闗
seki 關
sekibarai 謦
seku 堰
semai 倮
semai 厏
semai 戔
semai 戹
semai 狭
semai 狹
semai 窄
semai 笆
semai 笮
semai 褊
semai 阨
semai 陋
semai 陜
semai 陿
semai 隘
semaru 侷
semaru 促
semaru 偪
semaru 劸
semaru 勥
semaru 奰
semaru 拶
semaru 筰
semaru 薄
semaru 蹙
semaru 迫
semaru 逎
semaru 逼
semaru 遒
semaru 阸
semaru 齪
semaru 齱
seme 責
semegu 鬩
semeru 呰
semeru 哬
semeru 愢
semeru 攻
semeru 数
semeru 誚
semeru 誶
semeru 謫
semeru 譲
semeru 譴
semeru 讁
semeru 責
semerusama 嗃
semi 蜩
semi 蝉
semi 蟬
semuru 攖
semushi 佝
semushi 傴
semushi 尢
semushi 尮
semushi 痀
semushi 瘺
semushi 瘻
semushi 軁
semushi 駝
semushi 駞
sen 枘
sen 梘
sen 腺
sen 錢
senchigura 甅
senchimeeto 糎
senchiritto 竰
seniku 胰
senki 疝
senki 痳
senkiyuu 藭
sennin 仙
sennin 僊
sennoki 栓
sento 仙
senzankou 鯪
seou 揹
seri 斳
seri 糶
seri 芹
seru 競
seryuumu 鈰
seryuumu 鍶
seseragi 粼
seshuumu 銫
setsukachi 憋
setsukachi 陗
seuto 妋
sewashii 偬
sewashii 甹
sezu 不
shaberu 呫
shaberu 呭
shaberu 哠
shaberu 喋
shaberu 訯
shachi 鯱
shako 鴣
shaku 勺
shaku 癪
shaku 笏
shaku 簿
shakuri 嗝
shakuri 噦
shamo 鵾
shiawase 幸
shiba 柴
shiba 樕
shiba 芝
shibaraku 夃
shibaraku 姑
shibaraku 嫴
shibaraku 少
shibaraku 暫
shibaraku 頃
shibaru 累
shibaru 絏
shibaru 綁
shibaru 縛
shibaru 縲
shibashiba 屡
shibashiba 屢
shibashiba 遄
shibe 蕊
shibe 蕋
shibe 蘂
shibi 鮪
shibireru 痲
shibireru 痹
shibireru 痺
shibireru 癱
shibomu 凋
shibomu 瑩
shibomu 蔫
shibori 纈
shiboriki 榨
shiboru 扖
shiboru 搾
shiboru 絞
shibu 歮
shibu 渋
shibu 澀
shibu 澁
shibui 歰
shibui 渋
shibui 澀
shibui 澁
shibukusa 蓚
shiburu 儊
shiburu 歰
shiburu 瀒
shibuui 歮
shibuuru 歮
shichi 劕
shide 椣
shie 棰
shigarami 柵
shigarami 栅
shigaramu 笧
shigemi 蓁
shigeru 丰
shigeru 兹
shigeru 孳
shigeru 孶
shigeru 岶
shigeru 枎
shigeru 橆
shigeru 欉
shigeru 欝
shigeru 滋
shigeru 玆
shigeru 秞
shigeru 稠
shigeru 稫
shigeru 稹
shigeru 穙
shigeru 穠
shigeru 箼
shigeru 繁
shigeru 芊
shigeru 茂
shigeru 茬
shigeru 茲
shigeru 茷
shigeru 茸
shigeru 葏
shigeru 蕃
shigeru 蕡
shigeru 蕻
shigeru 薈
shigeru 薋
shigeru 蘙
shigeru 蘛
shigeru 鬰
shigeru 鬱
shigeshi 宻
shigeshi 密
shigeshi 縟
shigeshi 繁
shigi 鴫
shigi 鷸
shigiru 薿
shihiru 誷
shihokarai 醶
shihozuke 酫
shii 桘
shii 椎
shiina 秕
shiina 粃
shiira 鱪
shiira 鱰
shiiru 強
shiiru 强
shiiru 彊
shiiru 慂
shiiru 罔
shiiru 誣
shiiru 譄
shiisuru 弑
shiisuru 弒
shiitageru 虐
shiitagiru 虣
shiji 榻
shijimi 蜆
shika 鹿
shika 𢈘
shikabane 尸
shikabane 屍
shikameru 顰
shikaredomo 然
shikaredomo 而
shikari 俞
shikari 兪
shikari 尒
shikari 尓
shikari 尔
shikari 爾
shikariau 呾
shikaru 叱
shikaru 呧
shikaru 呵
shikaru 咄
shikaru 咜
shikaru 咤
shikaru 哬
shikaru 啌
shikaru 啐
shikaru 喝
shikaru 喥
shikaru 嚂
shikaru 訶
shikaru 譙
shikashi 併
shikashi 倂
shikashite 然
shikashite 而
shikato 聢
shiki 敷
shikigawara 甃
shikii 閾
shikimi 梱
shikimi 梻
shikimi 樒
shikimi 橉
shikimi 櫁
shikimi 軾
shikimi 閫
shikimi 闑
shikiri 閑
shikirini 仍
shikirini 縲
shikirini 荐
shikirini 連
shikirini 頻
shikiru 區
shikiru 局
shikiwara 屜
shikiwara 屧
shikiwara 屩
shikome 嫫
shikori 癥
shikoro 錏
shikoro 錣
shikoro 鐚
shikoro 铔
shikoushite 而
shiku 儭
shiku 如
shiku 尃
shiku 布
shiku 摛
shiku 敷
shiku 施
shiku 渭
shiku 舗
shiku 藉
shiku 衍
shiku 譒
shiku 鋪
shiku 頒
shima 島
shima 嶋
shima 嶌
shima 嶹
shima 嶼
shima 州
shima 洲
shima 縞
shima 陼
shima 隝
shima 隯
shimaikomu 宲
shimaikomu 弆
shimaru 締
shime 乄
shime 鴲
shimeri 霉
shimeru 佔
shimeru 占
shimeru 湿
shimeru 濕
shimeru 絞
shimeru 締
shimeru 閉
shimeru 閡
shimeshi 示
shimesu 侚
shimesu 呈
shimesu 湿
shimesu 示
shimesu 観
shimesu 諜
shimesuhen 礻
shimi 蟫
shimi 蠧
shimi 蠹
shimi 霉
shimikomu 灕
shimiru 染
shimiru 沁
shimiru 渗
shimiru 滲
shimiwataru 湃
shimo 丅
shimo 下
shimo 霜
shimobe 僕
shimobe 僮
shimobe 尌
shimobe 皁
shimobe 閹
shimobe 隷
shimobe 隸
shimogasa 痔
shimoto 楚
shimoyake 瘃
shimoyashiki 墅
shimu 俾
shina 品
shina 科
shina 級
shina 階
shina 𠯮
shinayaka 偠
shinayaka 姢
shinayaka 娜
shinayaka 娟
shinayaka 婧
shinayaka 嫋
shinayaka 嫢
shinayaka 綽
shinayaka 繊
shinayaka 纎
shinayaka 纖
shinayaka 裊
shinayaka 靭
shinayaka 靱
shinayaka 韌
shinayakanasama 娿
shinayoi 婠
shinbashira 檫
shingari 殿
shingi 軸
shinikakaru 殑
shinnyou 辵
shinnyou 辶
shino 筱
shino 筿
shino 篠
shino 簳
shino 蓧
shinobi 偲
shinobi 忍
shinobigo 誄
shinobu 偲
shinobu 忍
shinobu 怺
shinobu 荵
shinobu 躵
shinodake 箘
shinodake 箟
shinogi 鎬
shinogu 凌
shinogu 夌
shinogu 陵
shinogu 駕
shinshi 籡
shinshiya 雘
shinu 死
shinu 歾
shinu 歿
shinu 殁
shinu 殂
shinu 殞
shinu 沒
shinu 没
shio 塩
shio 汐
shio 潮
shio 鹵
shio 鹺
shio 鹽
shio 𪉩
shiochi 滷
shiochi 鹵
shiokara 醢
shiokarai 鹹
shioke 鹹
shioke 鹻
shioki 刑
shioki 罰
shiori 栞
shiotsuki 滷
shiozuke 脠
shiozuke 腌
shirabega 劾
shiraberu 按
shiraberu 查
shiraberu 査
shiraberu 検
shiraberu 檢
shiraberu 覈
shiraberu 調
shirabiru 諊
shirageyone 粺
shirageyone 精
shirageyone 粿
shirageyone 精
shirakage 駓
shirakage 驃
shirakiji 鷳
shirami 虱
shirami 蝨
shirami 蟣
shirasagi 鷥
shirase 訃
shiraseru 報
shiraseru 知
shirauo 鲌
shiri 尻
shiri 臀
shiri 臋
shiri 骶
shirigai 紂
shirigai 鞦
shirizokeru 却
shirizokeru 卻
shirizokeru 擯
shirizokeru 斥
shirizokeru 退
shirizokeru 逬
shirizokeru 黜
shirizoku 丨
shirizoku 却
shirizoku 卻
shirizoku 屏
shirizoku 屛
shirizoku 蠖
shirizoku 踆
shirizoku 退
shirizoku 逡
shiro 代
shiro 城
shiro 白
shiroari 螱
shirogane 璙
shirogane 銀
shirogane 鋈
shirogane 鐐
shiroginu 紈
shiroginu 素
shiroginu 縞
shiroginu 縳
shiroi 白
shiroi 皎
shiroi 皓
shiroi 皙
shiroi 皚
shiroi 皠
shiroi 皢
shiroi 皦
shiroi 皪
shiroi 皭
shiroi 顥
shiroi 顴
shirome 盰
shiromizu 潘
shirotsuchi 堊
shirotsuchi 墡
shirouo 鮊
shiroyomogi 葧
shiroyomogi 蘩
shiru 察
shiru 汁
shiru 液
shiru 瀋
shiru 知
shiru 糔
shiru 識
shirushi 丶
shirushi 印
shirushi 幖
shirushi 徴
shirushi 徵
shirushi 徽
shirushi 標
shirushi 瑞
shirushi 璽
shirushi 症
shirushi 章
shirushi 記
shirushi 識
shirushi 讖
shirushi 首
shirushi 騐
shirushi 験
shirushi 驗
shirusu 志
shirusu 款
shirusu 歀
shirusu 紀
shirusu 署
shirusu 記
shirusu 註
shirusu 誌
shirusu 識
shirusu 譜
shirusu 載
shirusu 銘
shirusu 錄
shirusu 録
shishi 宍
shishi 獅
shishi 肉
shishi 虓
shishuumoyo 繪
shita 下
shita 埝
shita 簧
shita 舌
shitabakama 襗
shitagaeru 従
shitagahenarasu 侞
shitagahu 僓
shitagaki 藳
shitagatte 從
shitagau 从
shitagau 伏
shitagau 侔
shitagau 倭
shitagau 傔
shitagau 儒
shitagau 叒
shitagau 啝
shitagau 娓
shitagau 巹
shitagau 徇
shitagau 従
shitagau 從
shitagau 循
shitagau 怗
shitagau 扈
shitagau 拼
shitagau 服
shitagau 殉
shitagau 狥
shitagau 繇
shitagau 若
shitagau 賓
shitagau 賔
shitagau 跰
shitagau 遜
shitagau 遵
shitagau 陪
shitagau 随
shitagau 隨
shitagau 隷
shitagau 隸
shitagau 順
shitagau 馴
shitagi 裋
shitagi 襳
shitagura 韉
shitamizu 氺
shitashii 寴
shitashii 親
shitashiku 寴
shitashimu 偎
shitashimu 忈
shitataka 健
shitatameru 認
shitatari 滴
shitataru 淌
shitataru 溜
shitataru 滴
shitataru 澑
shitataru 瀝
shitau 孌
shitau 慕
shitayaku 掾
shite 乄
shitomi 蔀
shitone 茵
shitone 蓐
shitone 褥
shitoyaka 婳
shitoyaka 嫕
shitoyaka 嫿
shitoyaka 頠
shitoyakanisusumusama 姽
shitsuke 躾
shitsukeru 躾
shitsuraeru 設
shiuto 嫜
shiutome 嫜
shiwa 皴
shiwa 皺
shiwa 襞
shiwabuki 謦
shiyabiru 詍
shiyoujiyou 狌
shiyu 絑
shiyungiku 茼
shiyuuga 葰
shizu 賤
shizuka 侐
shizuka 倓
shizuka 嗼
shizuka 嘿
shizuka 妌
shizuka 妰
shizuka 姶
shizuka 嬣
shizuka 憺
shizuka 禅
shizuka 禪
shizuka 謐
shizuka 閑
shizuka 間
shizuka 閴
shizuka 闃
shizuka 静
shizuka 靜
shizukaniyuku 彵
shizuku 涓
shizuku 滴
shizuku 雫
shizumaru 鎮
shizumaru 静
shizumeru 沈
shizumeru 鎭
shizumeru 鎮
shizumeru 静
shizumu 搵
shizumu 汨
shizumu 沈
shizumu 沒
shizumu 没
shizumu 洇
shizumu 淪
shizumu 湎
shizumu 湛
shizumu 湮
shizuumeru 沉
shizuumu 沉
shoubu 菖
shukuba 郵
shunme 駬
shuu 駲
shuuto 舅
shuutome 姑
soba 岨
sobadatsu 埈
sobadatsu 屹
sobadatsu 峙
sobadatsu 崛
sobadatsu 崧
sobadatsu 崫
sobadatsu 嶟
sobadatsu 欹
sobadatsu 陡
sobame 嬙
sobame 嬬
sobameru 側
sobieru 嵑
sobieru 嵒
sobieru 聳
sobierusama 屴
sobouru 洓
sochiru 辠
sodateru 毓
sodateru 育
sodatsu 育
sode 絏
sode 袖
sode 袪
sode 褎
sode 褏
sode 襼
sodekuchi 褾
soe 儲
soe 副
soe 添
soeita 梜
soeru 添
soeru 簉
soeuma 駙
soeuma 騑
soeuma 驂
sogi 枌
sogo 簺
sogu 剟
sogu 殺
sohi 佴
soji 竻
soko 底
soko 椢
sokonau 仠
sokonau 倄
sokonau 劌
sokonau 害
sokonau 惎
sokonau 戔
sokonau 戝
sokonau 損
sokonau 残
sokonau 毒
sokonau 虐
sokonau 蠱
sokonau 豙
sokonau 賊
sokonau 騫
sokoneru 損
soku 畟
sokuzu 芨
sokuzu 蒴
soma 杣
somai 橧
somaru 染
someru 抐
someru 染
someru 涅
somuku 乖
somuku 俷
somuku 倍
somuku 倜
somuku 偝
somuku 偭
somuku 傠
somuku 僢
somuku 叛
somuku 畔
somuku 癶
somuku 背
somuku 舛
somuku 踳
somuku 逪
somuku 韋
sonae 供
sonae 偹
sonae 備
sonae 具
sonaeru 供
sonaeru 偫
sonaeru 偹
sonaeru 備
sonaeru 僃
sonaeru 僎
sonaeru 僝
sonaeru 具
sonaeru 膳
sonaeru 餚
sonaeru 饌
sonaeru 饍
sonaeru 龔
sonawaru 偫
sonawaru 偹
sonawaru 備
sonawaru 僃
sonemu 妒
sono 丌
sono 其
sono 厥
sono 囿
sono 園
sono 尓
sono 尔
sono 爾
sono 苑
sono 菀
sono 薗
sono 該
sonoko 蔶
sora 天
sora 宆
sora 宙
sora 昊
sora 昦
sora 穹
sora 空
sora 霄
soranjiru 諳
soranjiru 諷
sore 丌
sore 其
sore 厥
sore 夫
soregashi 某
soreru 逸
soreru 非
soreru 逸
sori 橇
sori 艝
sori 轌
sorikaeru 弨
soroban 筭
soroeru 剤
soroeru 劑
soroeru 揃
soroeru 砡
soroi 揃
sorotsutesusumu 偡
sorou 亝
sorou 侔
sorou 揃
sorou 斉
sorou 袗
sorou 齊
sorowanai 偨
sorowanai 畽
sorowanai 篸
soru 剃
soru 剔
soru 反
soru 髠
soru 鬀
sorudoi 釮
sorudokusuru 剡
soshiri 誹
soshiru 倃
soshiru 刺
soshiru 吡
soshiru 呰
soshiru 咠
soshiru 嘳
soshiru 噅
soshiru 噕
soshiru 姍
soshiru 姗
soshiru 毀
soshiru 毁
soshiru 訕
soshiru 訾
soshiru 詆
soshiru 誹
soshiru 誻
soshiru 謗
soshiru 譏
soshiru 譖
